org_id,account_name,account_id,has_2026_02_modified_today,record_id,metric_period_key,date,last_modified_by,last_modified_at
00D1I000001Vlc8UAC,Olbrich Botanical Gardens,0018W00001zlRcpQAE,YES,a3wVs000001uVJtIAM,2026-02,2026-01-29,Jose Daniel Angarita,2026-05-25T16:39:23
00D8c000002LZ1zEAG,Nasher Sculpture Center,0015w000028zJQVAA2,YES,a3wVs000001uVF3IAM,2026-02,2026-01-29,Jose Daniel Angarita,2026-05-25T16:38:14
00DKj0000019e7sMAA,Vizcaya Museum and Gardens,001f200001P540cAAB,YES,a3wVs000001uVRxIAM,2026-02,2026-01-29,Jose Daniel Angarita,2026-05-25T16:44:40
00DHs000001zFpjMAE,Botanica The Wichita Gardens,0018W00002Oh7SNQAZ,YES,a3wVs000001uV8bIAE,2026-02,2026-01-29,Jose Daniel Angarita,2026-05-25T16:29:31
00D8c000006dQxREAU,Ford House,0016000001NLtD8AAL,YES,a3wVs000001uVDRIA2,2026-02,2026-01-29,Jose Daniel Angarita,2026-05-25T16:32:43
00Dfn000005zfP2EAI,The Muhammad Ali Center,0018W00002NODxqQAH,YES,a3wVs000001uVOjIAM,2026-02,2026-01-29,Jose Daniel Angarita,2026-05-25T16:42:39
00D8t0000008adJEAQ,Museum of Australian Democracy (MoAD),0018W00002BfCvpQAF,NO,,,,,
00Df2000000D5H0EAK,The White House Historical Association,001Vs000004CrvtIAC,YES,a3wVs000001uVQLIA2,2026-02,2026-01-29,Jose Daniel Angarita,2026-05-25T16:43:22
00D1I000003Fn6CUAS,The Contemporary Austin,0018W00001lRaEqQAK,YES,a3wVs000001uVN7IAM,2026-02,2026-01-29,Jose Daniel Angarita,2026-05-25T16:42:22
00Dbn00000S3x0JEAR,Questacon - National Science and Technology Centre,001Vs000007R6jdIAC,NO,,,,,
